fecha,Nemotecnico,Cantidad,Volumen,Precio Cierre,Precio Mayor,Precio Medio,Precio Menor,Variacion%,Variacion Absoluta
2003-07-03,ISA,147514,153392851,1041.0,1041.0,1039.8528,1038.0,0.39,4.0
2003-07-04,ISA,242684,252284203,1040.0,1040.0,1039.5585,1037.0,-0.1,-1.0
2003-07-07,ISA,148226,154115627,1040.0,1040.0,1039.7341,1039.0,0.0,0.0
2003-07-08,ISA,595995,609217622,1018.0,1030.0,1022.1858,1015.0,-2.12,-22.0
2003-07-09,ISA,171184,173275330,1013.0,1020.0,1012.2169,1010.0,-0.49,-5.0
2003-07-10,ISA,255495,261895228,1029.0,1030.0,1025.0503,1017.0,1.58,16.0
2003-07-11,ISA,91555,95163954,1040.0,1040.0,1039.4184,1040.0,1.07,11.0
2003-07-14,ISA,244440,254484671,1040.0,1046.0,1041.0926,1040.0,0.0,0.0
2003-07-15,ISA,101228,104670853,1025.0,1040.0,1034.0109,1025.0,-1.44,-15.0
2003-07-16,ISA,225647,230057183,1016.0,1020.0,1019.5446,1016.0,-0.88,-9.0
2003-07-17,ISA,125738,127341795,1012.0,1013.0,1012.7551,1012.0,-0.39,-4.0
2003-07-18,ISA,88173,89151768,1001.0,1018.0,1011.1005,1001.0,-1.09,-11.0
2003-07-21,ISA,80440,80742025,1010.0,1010.0,1003.7547,1000.0,0.9,9.0
2003-07-22,ISA,216164,218807590,1013.0,1015.0,1012.2296,1010.0,0.3,3.0
2003-07-23,ISA,96539,97517273,1010.0,1011.0,1010.1334,1010.0,-0.3,-3.0
2003-07-24,ISA,208799,208980018,1000.0,1004.0,1000.8669,999.0,-0.99,-10.0
2003-07-25,ISA,131826,130628002,991.0,991.0,990.9123,990.0,-0.9,-9.0
2003-07-28,ISA,157109,155672596,990.0,992.0,990.8573,990.0,-0.1,-1.0
2003-07-29,ISA,134637,132044784,980.0,985.0,980.7466,980.0,-1.01,-10.0
2003-07-30,ISA,200249,196427557,980.0,985.0,980.9165,980.0,0.0,0.0
2003-07-31,ISA,59533,57810153,970.0,971.0,971.0606,970.0,-1.02,-10.0
2003-08-01,ISA,66365,64518800,980.0,980.0,972.1811,970.0,1.03,10.0
2003-08-04,ISA,28747,27904463,970.0,975.0,970.6913,970.0,-1.02,-10.0
2003-08-05,ISA,203804,196618982,964.0,970.0,964.7455,962.0,-0.62,-6.0
2003-08-06,ISA,138584,133963046,975.0,978.0,966.6559,960.0,1.14,11.0
2003-08-08,ISA,113141,110385148,975.0,976.0,975.6423,970.0,0.0,0.0
2003-08-11,ISA,87101,84493274,970.0,975.0,970.0609,965.0,-0.51,-5.0
2003-08-12,ISA,123490,119362776,965.0,970.0,966.5785,965.0,-0.52,-5.0
2003-08-13,ISA,41773,40076363,960.0,965.0,959.3844,956.0,-0.52,-5.0
2003-08-14,ISA,113303,107758492,951.0,959.0,951.0648,945.0,-0.94,-9.0
2003-08-15,ISA,57687,54789740,950.0,951.0,949.7762,949.0,-0.11,-1.0
2003-08-19,ISA,84346,80265138,956.0,959.0,951.6176,950.0,0.63,6.0
2003-08-20,ISA,122911,117833109,960.0,962.0,958.6864,955.0,0.42,4.0
2003-08-21,ISA,158966,152880273,963.0,963.0,961.7168,959.0,0.31,3.0
2003-08-22,ISA,129425,126074174,981.0,981.0,974.1099,960.0,1.87,18.0
2003-08-25,ISA,38143,37318854,981.0,981.0,978.3933,971.0,0.0,0.0
2003-08-26,ISA,140759,136650236,972.0,975.0,970.8099,970.0,-0.92,-9.0
2003-08-27,ISA,146034,141830406,972.0,972.0,971.215,970.0,0.0,0.0
2003-08-28,ISA,130514,126457533,967.0,971.0,968.9193,967.0,-0.51,-5.0
2003-08-29,ISA,126355,122345539,970.0,971.0,968.2683,965.0,0.31,3.0
2003-09-01,ISA,81297,76492604,940.0,970.0,940.9032,940.0,-3.09,-30.0
2003-09-02,ISA,53142,49922383,940.0,950.0,939.4148,935.0,0.0,0.0
2003-09-03,ISA,121550,113223846,934.0,934.0,931.5002,930.0,-0.64,-6.0
2003-09-04,ISA,59313,55482118,935.0,942.0,935.4124,930.0,0.11,1.0
2003-09-05,ISA,77536,72204082,930.0,940.0,931.233,930.0,-0.53,-5.0
2003-09-08,ISA,41818,38958224,931.0,945.0,931.6138,931.0,0.11,1.0
2003-09-09,ISA,86672,81118817,936.0,937.0,935.9288,935.0,0.54,5.0
2003-09-10,ISA,176495,165072163,930.0,937.0,935.2795,930.0,-0.64,-6.0
2003-09-11,ISA,272475,252883988,930.0,930.0,928.0998,926.0,0.0,0.0
2003-09-12,ISA,335795,315600741,940.0,941.0,939.8613,930.0,1.08,10.0
2003-09-15,ISA,150191,140030273,930.0,940.0,932.348,930.0,-1.06,-10.0
2003-09-16,ISA,187134,175657323,940.0,940.0,938.6713,935.0,1.08,10.0
2003-09-17,ISA,137066,129407994,945.0,950.0,944.1291,937.0,0.53,5.0
2003-09-18,ISA,156007,147143180,940.0,950.0,943.1832,940.0,-0.53,-5.0
2003-09-19,ISA,36777,34461198,940.0,945.0,937.0312,931.0,0.0,0.0
2003-09-22,ISA,110862,103125023,930.0,931.0,930.2107,930.0,-1.06,-10.0
2003-09-23,ISA,292331,269221093,920.0,930.0,920.9461,920.0,-1.08,-10.0
2003-09-24,ISA,81350,74971141,923.0,930.0,921.5875,920.0,0.33,3.0
2003-09-25,ISA,57920,53100039,915.0,920.0,916.7824,915.0,-0.87,-8.0
2003-09-26,ISA,47584,43331527,910.0,914.0,910.6323,901.0,-0.55,-5.0
2003-09-29,ISA,492160,443135180,895.0,915.0,900.3885,895.0,-1.65,-15.0
2003-09-30,ISA,93760,84416260,900.0,904.0,900.3441,900.0,0.56,5.0
2003-10-01,ISA,101397,91431970,902.0,910.0,901.7226,900.0,0.22,2.0
2003-10-02,ISA,189439,174260121,921.0,929.0,919.8746,907.0,2.11,19.0
2003-10-03,ISA,89953,82977697,926.0,926.0,922.4561,913.0,0.54,5.0
2003-10-06,ISA,155080,143828381,930.0,931.0,927.4464,925.0,0.43,4.0
2003-10-07,ISA,181440,170366060,941.0,945.0,938.9664,931.0,1.18,11.0
2003-10-08,ISA,207524,195132695,940.0,941.0,940.2898,940.0,-0.11,-1.0
2003-10-09,ISA,296020,281011975,950.0,953.0,949.3006,940.0,1.06,10.0
2003-10-10,ISA,136114,129971219,955.0,960.0,954.8703,950.0,0.53,5.0
2003-10-14,ISA,56413,53181947,944.0,944.0,942.725,940.0,-1.15,-11.0
2003-10-15,ISA,62902,59438088,946.0,946.0,944.9316,941.0,0.21,2.0
2003-10-16,ISA,98327,92817132,945.0,950.0,943.9638,931.0,-0.11,-1.0
2003-10-17,ISA,41164,38869323,945.0,946.0,944.2552,940.0,0.0,0.0
2003-10-20,ISA,106199,100517838,951.0,952.0,946.5046,940.0,0.63,6.0
2003-10-21,ISA,642662,619620269,960.0,967.0,964.1464,951.0,0.95,9.0
2003-10-22,ISA,353476,340950898,972.0,972.0,964.5659,945.0,1.25,12.0
2003-10-23,ISA,243687,240372915,990.0,992.0,986.4002,972.0,1.85,18.0
2003-10-24,ISA,142227,141276044,990.0,999.0,993.3138,989.0,0.0,0.0
2003-10-27,ISA,156559,150837273,960.0,975.0,963.4532,958.0,-3.03,-30.0
2003-10-28,ISA,144869,140379848,969.0,980.0,969.0123,961.0,0.94,9.0
2003-10-29,ISA,362038,357789329,980.0,991.0,988.2646,975.0,1.14,11.0
2003-10-30,ISA,96720,94847017,980.0,982.0,980.635,971.0,0.0,0.0
2003-10-31,ISA,40368,39505135,980.0,980.0,978.625,975.0,0.0,0.0
2003-11-04,ISA,147151,145093038,990.0,991.0,986.0146,979.0,1.02,10.0
2003-11-05,ISA,275786,274557504,995.0,999.0,995.5455,985.0,0.51,5.0
2003-11-06,ISA,222978,223816922,1000.0,1011.0,1003.7624,995.0,0.5,5.0
2003-11-07,ISA,382768,386296224,1001.0,1013.0,1009.2177,1000.0,0.1,1.0
2003-11-10,ISA,125051,123983115,991.0,1000.0,991.4604,990.0,-1.0,-10.0
2003-11-11,ISA,107444,106537662,992.0,993.0,991.5646,990.0,0.1,1.0
2003-11-12,ISA,103931,102964278,993.0,993.0,990.6984,990.0,0.1,1.0
2003-11-13,ISA,181422,181089714,996.0,1002.0,998.1684,990.0,0.3,3.0
2003-11-14,ISA,38582,38395221,995.0,1000.0,995.1589,992.0,-0.1,-1.0
2003-11-18,ISA,334958,334556771,1000.0,1000.0,998.8022,990.0,0.5,5.0
2003-11-19,ISA,183208,183271400,1000.0,1002.0,1000.3461,1000.0,0.0,0.0
2003-11-20,ISA,113693,113796324,1000.0,1003.0,1000.9088,1000.0,0.0,0.0
2003-11-21,ISA,141284,141232812,1000.0,1000.0,999.6377,995.0,0.0,0.0
2003-11-24,ISA,83858,83764863,999.0,1000.0,998.8893,996.0,-0.1,-1.0
2003-11-25,ISA,229646,229024353,998.0,1000.0,997.293,995.0,-0.1,-1.0
2003-11-26,ISA,93849,93480505,998.0,998.0,996.0735,990.0,0.0,0.0
2003-11-27,ISA,139764,139154703,996.0,997.0,995.6405,994.0,-0.2,-2.0
2003-11-28,ISA,11778,11305954,996.0,969.0,959.9214,959.0,0.0,0.0
2003-12-01,ISA,143233,134617413,940.0,959.0,939.8491,936.0,-5.62,-56.0
2003-12-02,ISA,159389,149940957,950.0,950.0,940.7234,940.0,1.06,10.0
2003-12-03,ISA,81897,77834302,951.0,951.0,950.3926,950.0,0.11,1.0
2003-12-04,ISA,92789,88905475,960.0,970.0,958.1467,950.0,0.95,9.0
2003-12-05,ISA,57083,55088562,965.0,970.0,965.0607,960.0,0.52,5.0
2003-12-09,ISA,86317,83818880,971.0,974.0,971.0588,970.0,0.62,6.0
2003-12-10,ISA,65332,63681815,976.0,978.0,974.7416,971.0,0.51,5.0
2003-12-11,ISA,88619,86696845,990.0,990.0,978.3099,974.0,1.43,14.0
2003-12-12,ISA,75143,74035881,990.0,990.0,985.2665,975.0,0.0,0.0
2003-12-15,ISA,120471,119751739,995.0,998.0,994.0296,990.0,0.51,5.0
2003-12-16,ISA,301468,301144549,1000.0,1005.0,998.9271,993.0,0.5,5.0
2003-12-17,ISA,192860,194216967,1000.0,1011.0,1007.036,1000.0,0.0,0.0
2003-12-18,ISA,142078,142074476,1000.0,1000.0,999.9752,998.0,0.0,0.0
2003-12-19,ISA,344299,346770086,1010.0,1010.0,1007.1772,999.0,1.0,10.0
2003-12-22,ISA,112792,113914991,1010.0,1015.0,1009.9563,1000.0,0.0,0.0
2003-12-23,ISA,87565,87723757,1005.0,1011.0,1001.813,1000.0,-0.5,-5.0
2003-12-24,ISA,65624,65674316,1000.0,1005.0,1000.7667,1000.0,-0.5,-5.0
2003-12-26,ISA,106116,105408413,995.0,1000.0,993.3319,990.0,-0.5,-5.0
2004-01-02,ISA,5281,5254595,1000.0,995.0,995.0,995.0,0.0,0.0
2004-01-05,ISA,39138,38696326,990.0,995.0,988.715,981.0,-1.0,-10.0
2004-01-06,ISA,57057,56131235,990.0,990.0,983.7747,975.0,0.0,0.0
2004-01-07,ISA,220713,216960052,990.0,990.0,982.9963,975.0,0.0,0.0
2004-01-08,ISA,132781,133210684,1010.0,1012.0,1003.236,972.0,2.02,20.0
2004-01-09,ISA,263457,270020693,1025.0,1031.0,1024.9137,1010.0,1.49,15.0
2004-01-13,ISA,225195,230614146,1016.0,1030.0,1024.0642,1010.0,-0.88,-9.0
2004-01-14,ISA,208247,213392774,1025.0,1030.0,1024.71,1015.0,0.89,9.0
2004-01-15,ISA,490481,505256847,1025.0,1040.0,1030.1252,1025.0,0.0,0.0
2004-01-16,ISA,156132,161941939,1040.0,1041.0,1037.2117,1025.0,1.46,15.0
2004-01-19,ISA,629010,661613836,1054.0,1080.0,1051.8336,1045.0,1.35,14.0
2004-01-20,ISA,395972,434063525,1100.0,1105.0,1096.1975,1054.0,4.36,46.0
2004-01-21,ISA,550584,625217168,1137.0,1160.0,1135.5527,1100.0,3.36,37.0
2004-01-22,ISA,786646,910182897,1175.0,1176.0,1157.0426,1135.0,3.34,38.0
2004-01-23,ISA,661450,771531137,1140.0,1191.0,1166.424,1139.0,-2.98,-35.0
2004-01-26,ISA,114411,129475413,1136.0,1145.0,1131.6693,1120.0,-0.35,-4.0
2004-01-27,ISA,217057,251284892,1176.0,1176.0,1157.6908,1127.0,3.52,40.0
2004-01-28,ISA,585730,708572228,1215.0,1225.0,1209.725,1119.0,3.32,39.0
2004-01-29,ISA,499010,608530507,1222.0,1230.0,1219.4756,1210.0,0.58,7.0
2004-01-30,ISA,508348,627034828,1218.0,1240.0,1233.4755,1205.0,-0.33,-4.0
2004-02-02,ISA,404844,487158045,1199.0,1224.0,1203.3229,1181.0,-1.56,-19.0
2004-02-03,ISA,324565,393861518,1232.0,1240.0,1213.5058,1189.0,2.75,33.0
2004-02-04,ISA,485120,594392637,1219.0,1242.0,1225.2487,1200.0,-1.06,-13.0
2004-02-05,ISA,1279203,1570497632,1250.0,1250.0,1227.7157,1221.0,2.54,31.0
2004-02-06,ISA,385389,488211966,1300.0,1300.0,1266.8031,1250.0,4.0,50.0
2004-02-09,ISA,253572,348363075,1393.0,1393.0,1373.8231,1300.0,7.15,93.0
2004-02-10,ISA,931092,1383707675,1413.0,1511.0,1486.1127,1403.0,1.44,20.0
2004-02-11,ISA,658885,985635770,1440.0,1550.0,1495.9147,1411.0,1.91,27.0
2004-02-12,ISA,1717250,2423331643,1430.0,1440.0,1411.17,1350.0,-0.69,-10.0
2004-02-13,ISA,413140,605736015,1475.0,1499.0,1466.1762,1430.0,3.15,45.0
2004-02-16,ISA,551647,831866330,1500.0,1540.0,1507.9686,1480.0,1.69,25.0
2004-02-17,ISA,824793,1261611255,1520.0,1555.0,1529.6096,1500.0,1.33,20.0
2004-02-18,ISA,1052399,1671931370,1600.0,1605.0,1588.6858,1550.0,5.26,80.0
2004-02-19,ISA,1213937,2070855310,1740.0,1745.0,1705.9001,1600.0,8.75,140.0
2004-02-20,ISA,2054566,3845091435,1920.0,1920.0,1871.486,1740.0,10.34,180.0
2004-02-23,ISA,3212064,6680206615,1990.0,2220.0,2079.724,1930.0,3.65,70.0
2004-02-24,ISA,1904158,3593494175,1850.0,2010.0,1887.1828,1840.0,-7.04,-140.0
2004-02-25,ISA,1586983,2739941485,1770.0,1830.0,1726.5097,1700.0,-4.32,-80.0
2004-02-26,ISA,1541003,2581723920,1645.0,1800.0,1675.3529,1615.0,-7.06,-125.0
2004-02-27,ISA,983671,1653135980,1700.0,1720.0,1680.5781,1640.0,3.34,55.0
2004-03-01,ISA,899587,1540126550,1680.0,1770.0,1712.0374,1680.0,-1.18,-20.0
2004-03-02,ISA,1901177,3047995390,1555.0,1700.0,1603.215,1550.0,-7.44,-125.0
2004-03-03,ISA,1734963,2636130800,1565.0,1600.0,1519.4161,1455.0,0.64,10.0
2004-03-04,ISA,823858,1302908305,1600.0,1665.0,1581.4719,1515.0,2.24,35.0
2004-03-05,ISA,1062216,1783103040,1675.0,1700.0,1678.6633,1605.0,4.69,75.0
2004-03-08,ISA,344432,579754770,1685.0,1690.0,1683.2198,1650.0,0.6,10.0
2004-03-09,ISA,1305389,2219498715,1700.0,1730.0,1700.2585,1685.0,0.89,15.0
2004-03-10,ISA,2343399,4033504695,1730.0,1800.0,1721.2198,1700.0,1.76,30.0
2004-03-11,ISA,628180,1086457570,1745.0,1745.0,1729.5323,1705.0,0.87,15.0
2004-03-12,ISA,1428226,2549273955,1775.0,1820.0,1784.9234,1750.0,1.72,30.0
2004-03-15,ISA,374675,669835240,1790.0,1805.0,1787.7767,1775.0,0.85,15.0
2004-03-16,ISA,356062,634453845,1790.0,1790.0,1781.8634,1775.0,0.0,0.0
2004-03-17,ISA,656096,1167371550,1765.0,1800.0,1779.2694,1760.0,-1.4,-25.0
2004-03-18,ISA,1414539,2548664260,1810.0,1820.0,1801.7632,1760.0,2.55,45.0
2004-03-19,ISA,457817,841627075,1840.0,1850.0,1838.3482,1810.0,1.66,30.0
2004-03-23,ISA,3337576,6374846760,1915.0,2010.0,1910.023,1850.0,4.08,75.0
2004-03-24,ISA,2177512,4241909630,1940.0,1990.0,1948.0534,1915.0,1.31,25.0
2004-03-25,ISA,2503890,4795629995,1905.0,1930.0,1915.2718,1880.0,-1.8,-35.0
2004-03-26,ISA,685081,1303743005,1930.0,1950.0,1903.0494,1880.0,1.31,25.0
2004-03-29,ISA,723273,1397428660,1920.0,1960.0,1932.0902,1920.0,-0.52,-10.0
2004-03-30,ISA,644006,1226543615,1905.0,1935.0,1904.5531,1870.0,-0.78,-15.0
2004-03-31,ISA,267049,507228815,1900.0,1910.0,1899.3848,1880.0,-0.26,-5.0
2004-04-01,ISA,344052,651453335,1890.0,1900.0,1893.4735,1880.0,-0.53,-10.0
2004-04-02,ISA,372451,704012435,1910.0,1915.0,1890.2149,1865.0,1.06,20.0
2004-04-05,ISA,396237,753066660,1900.0,1905.0,1900.546,1890.0,-0.52,-10.0
2004-04-06,ISA,1227394,2392362165,1930.0,1965.0,1949.1395,1900.0,1.58,30.0
2004-04-07,ISA,304547,583496445,1920.0,1925.0,1915.9488,1910.0,-0.52,-10.0
2004-04-12,ISA,795985,1524133740,1920.0,1925.0,1914.777,1900.0,0.0,0.0
2004-04-13,ISA,448751,851221475,1900.0,1915.0,1896.8681,1870.0,-1.04,-20.0
2004-04-14,ISA,255667,484208805,1890.0,1900.0,1893.9042,1885.0,-0.53,-10.0
2004-04-15,ISA,808198,1475932545,1840.0,1880.0,1826.2017,1810.0,-2.65,-50.0
2004-04-16,ISA,311940,573350920,1825.0,1860.0,1838.0167,1820.0,-0.82,-15.0
2004-04-19,ISA,199491,364120410,1810.0,1850.0,1825.2473,1810.0,-0.82,-15.0
2004-04-20,ISA,533635,962876790,1820.0,1825.0,1804.3734,1790.0,0.55,10.0
2004-04-21,ISA,603329,1094115115,1825.0,1830.0,1813.4635,1800.0,0.27,5.0
2004-04-22,ISA,298093,539721570,1820.0,1835.0,1810.5812,1800.0,-0.27,-5.0
2004-04-23,ISA,253205,460857295,1830.0,1830.0,1820.0956,1810.0,0.55,10.0
2004-04-26,ISA,290477,535158465,1840.0,1860.0,1842.3437,1825.0,0.55,10.0
2004-04-27,ISA,562371,1039996325,1870.0,1870.0,1849.3065,1830.0,1.63,30.0
2004-04-28,ISA,496486,931990720,1860.0,1910.0,1877.1742,1850.0,-0.53,-10.0
2004-04-29,ISA,285579,518932675,1805.0,1850.0,1817.1248,1805.0,-2.96,-55.0
2004-04-30,ISA,357312,638749910,1800.0,1805.0,1787.6531,1760.0,-0.28,-5.0
2004-05-03,ISA,554794,955103200,1725.0,1760.0,1721.5457,1705.0,-4.17,-75.0
2004-05-04,ISA,328973,572368940,1770.0,1780.0,1739.866,1720.0,2.61,45.0
2004-05-05,ISA,514141,915248655,1775.0,1800.0,1780.1511,1740.0,0.28,5.0
2004-05-06,ISA,309244,531929690,1720.0,1760.0,1720.097,1710.0,-3.1,-55.0
2004-05-07,ISA,536404,899637460,1665.0,1710.0,1677.164,1665.0,-3.2,-55.0
2004-05-10,ISA,526793,821005530,1570.0,1670.0,1558.4974,1540.0,-5.71,-95.0
2004-05-11,ISA,392307,616789470,1540.0,1610.0,1572.2112,1530.0,-1.91,-30.0
2004-05-12,ISA,644211,956190335,1440.0,1550.0,1484.2813,1440.0,-6.49,-100.0
2004-05-13,ISA,750528,1035211650,1340.0,1480.0,1379.3112,1340.0,-6.94,-100.0
2004-05-14,ISA,401367,600922040,1510.0,1530.0,1497.1885,1430.0,12.69,170.0
2004-05-17,ISA,631234,937582230,1440.0,1555.0,1485.3164,1435.0,-4.64,-70.0
2004-05-18,ISA,150699,215392930,1450.0,1460.0,1429.2924,1405.0,0.69,10.0
2004-05-19,ISA,778854,1168423315,1500.0,1510.0,1500.1827,1475.0,3.45,50.0
2004-05-20,ISA,741365,1110137810,1500.0,1505.0,1497.4241,1480.0,0.0,0.0
2004-05-21,ISA,143194,210399180,1470.0,1500.0,1469.3296,1455.0,-2.0,-30.0
2004-05-25,ISA,162701,235820165,1450.0,1490.0,1449.4082,1440.0,-1.36,-20.0
2004-05-26,ISA,234141,337163545,1440.0,1460.0,1440.0022,1430.0,-0.69,-10.0
2004-05-27,ISA,185680,267286270,1430.0,1460.0,1439.4995,1420.0,-0.69,-10.0
2004-05-28,ISA,466936,674070870,1440.0,1450.0,1443.6044,1430.0,0.7,10.0
2004-05-31,ISA,89779,130870085,1470.0,1470.0,1457.6915,1450.0,2.08,30.0
2004-06-01,ISA,775862,1162602560,1500.0,1510.0,1498.4657,1455.0,2.04,30.0
2004-06-02,ISA,488461,765698315,1580.0,1600.0,1567.5731,1500.0,5.33,80.0
2004-06-03,ISA,416184,661756615,1585.0,1640.0,1590.0578,1570.0,0.32,5.0
2004-06-04,ISA,301354,485956530,1615.0,1625.0,1612.577,1585.0,1.89,30.0
2004-06-07,ISA,1363694,2241935590,1650.0,1660.0,1644.0166,1620.0,2.17,35.0
2004-06-08,ISA,607989,976372865,1620.0,1630.0,1605.9055,1590.0,-1.82,-30.0
2004-06-09,ISA,305700,481008490,1570.0,1600.0,1573.4658,1550.0,-3.09,-50.0
2004-06-10,ISA,335135,525640445,1600.0,1605.0,1568.4439,1525.0,1.91,30.0
2004-06-11,ISA,73710,116371010,1570.0,1600.0,1578.7683,1565.0,-1.88,-30.0
2004-06-15,ISA,1716479,2824227600,1650.0,1655.0,1645.361,1525.0,5.1,80.0
2004-06-16,ISA,1360253,2242862965,1655.0,1655.0,1648.8572,1625.0,0.3,5.0
2004-06-17,ISA,9711716,16356229460,1635.0,1685.0,1684.175,1625.0,-1.21,-20.0
2004-06-18,ISA,101046,166374190,1650.0,1650.0,1646.5193,1635.0,0.92,15.0
2004-06-22,ISA,87008,141423880,1625.0,1630.0,1625.4124,1605.0,-1.52,-25.0
2004-06-23,ISA,89974,144232140,1600.0,1625.0,1603.0424,1595.0,-1.54,-25.0
2004-06-24,ISA,86926,139617820,1610.0,1615.0,1606.1687,1600.0,0.63,10.0
2004-06-25,ISA,139631,224823540,1605.0,1640.0,1610.1263,1605.0,-0.31,-5.0
2004-06-30,ISA,435818,699057780,1600.0,1620.0,1604.0131,1600.0,-1.23,-20.0
2004-07-01,ISA,220570,356007605,1605.0,1640.0,1614.0346,1600.0,0.31,5.0
2004-07-02,ISA,708330,1123972990,1575.0,1605.0,1586.7929,1575.0,-1.87,-30.0
2004-07-06,ISA,141345,219932715,1550.0,1575.0,1555.9993,1530.0,-1.59,-25.0
2004-07-07,ISA,734072,1114785295,1520.0,1555.0,1518.6321,1515.0,-1.94,-30.0
2004-07-08,ISA,756786,1147426545,1520.0,1525.0,1516.1836,1515.0,0.0,0.0
2004-07-09,ISA,777352,1220745955,1580.0,1580.0,1570.3902,1515.0,3.95,60.0
2004-07-12,ISA,252811,391155430,1540.0,1580.0,1547.2247,1540.0,-2.53,-40.0
2004-07-13,ISA,114291,178206485,1560.0,1565.0,1559.2346,1550.0,1.3,20.0
2004-07-14,ISA,167067,261490430,1560.0,1580.0,1565.183,1560.0,0.0,0.0
2004-07-15,ISA,236534,370254295,1580.0,1590.0,1565.3322,1550.0,1.28,20.0
2004-07-16,ISA,292437,465610780,1580.0,1600.0,1592.1747,1575.0,0.0,0.0
2004-07-19,ISA,101946,159356485,1555.0,1600.0,1563.146,1555.0,-1.58,-25.0
2004-07-21,ISA,200282,308697380,1550.0,1590.0,1541.3136,1520.0,-0.32,-5.0
2004-07-22,ISA,213122,328723990,1530.0,1555.0,1542.4217,1530.0,-1.29,-20.0
2004-07-23,ISA,194373,298424100,1535.0,1550.0,1535.3166,1525.0,0.33,5.0
2004-07-26,ISA,161605,250296895,1550.0,1550.0,1548.819,1540.0,0.98,15.0
2004-07-27,ISA,140861,213667825,1510.0,1550.0,1516.87,1505.0,-2.58,-40.0
2004-07-28,ISA,98697,149504940,1515.0,1525.0,1514.7871,1510.0,0.33,5.0
2004-07-29,ISA,230700,350835110,1515.0,1530.0,1520.7417,1515.0,0.0,0.0
2004-07-30,ISA,65974,99724955,1535.0,1545.0,1511.5796,1500.0,1.32,20.0
2004-08-02,ISA,116856,175119895,1480.0,1520.0,1498.5957,1480.0,-3.58,-55.0
2004-08-03,ISA,255683,372905720,1450.0,1500.0,1458.469,1450.0,-2.03,-30.0
2004-08-04,ISA,374481,551900805,1465.0,1490.0,1473.7752,1460.0,1.03,15.0
2004-08-05,ISA,276888,411510550,1480.0,1500.0,1486.1986,1465.0,1.02,15.0
2004-08-06,ISA,52183,76625915,1465.0,1480.0,1468.4076,1465.0,-1.01,-15.0
2004-08-09,ISA,191526,282178970,1475.0,1480.0,1473.3194,1465.0,0.68,10.0
2004-08-10,ISA,295469,425538780,1430.0,1465.0,1440.2146,1430.0,-3.05,-45.0
2004-08-11,ISA,445775,621222925,1390.0,1430.0,1393.5796,1360.0,-2.8,-40.0
2004-08-12,ISA,183036,260252235,1440.0,1440.0,1421.8636,1405.0,3.6,50.0
2004-08-13,ISA,161919,230088080,1415.0,1440.0,1421.0073,1410.0,-1.74,-25.0
2004-08-17,ISA,163821,231581485,1400.0,1435.0,1413.6251,1385.0,-1.06,-15.0
2004-08-18,ISA,193165,265569335,1390.0,1405.0,1374.8315,1370.0,-0.71,-10.0
2004-08-19,ISA,151618,216328615,1435.0,1445.0,1426.8003,1405.0,3.24,45.0
2004-08-20,ISA,226317,328525355,1460.0,1470.0,1451.6159,1440.0,1.74,25.0
2004-08-23,ISA,249931,372462255,1475.0,1500.0,1490.2603,1455.0,1.03,15.0
2004-08-24,ISA,242860,364512605,1500.0,1510.0,1500.9166,1480.0,1.69,25.0
2004-08-25,ISA,511179,781591525,1520.0,1550.0,1528.9977,1500.0,1.33,20.0
2004-08-26,ISA,114267,172317590,1500.0,1520.0,1508.0259,1445.0,-1.32,-20.0
2004-08-27,ISA,352189,528373930,1505.0,1505.0,1500.2568,1495.0,0.33,5.0
2004-08-30,ISA,149857,224406340,1480.0,1515.0,1497.4699,1480.0,-1.66,-25.0
2004-08-31,ISA,129693,194043320,1500.0,1500.0,1496.1742,1480.0,1.35,20.0
2004-09-01,ISA,555135,853180470,1520.0,1570.0,1536.8883,1500.0,1.33,20.0
2004-09-02,ISA,185099,279977465,1520.0,1525.0,1512.5823,1500.0,0.0,0.0
2004-09-03,ISA,260144,401591200,1550.0,1585.0,1543.7266,1500.0,1.97,30.0
2004-09-06,ISA,243982,376269800,1540.0,1555.0,1542.2031,1520.0,-0.65,-10.0
2004-09-07,ISA,363213,562736105,1540.0,1570.0,1549.3281,1540.0,0.0,0.0
2004-09-08,ISA,695305,1108844230,1610.0,1620.0,1594.7595,1535.0,4.55,70.0
2004-09-09,ISA,249450,393153975,1585.0,1610.0,1576.0833,1550.0,-1.55,-25.0
2004-09-10,ISA,418499,657186415,1570.0,1580.0,1570.3417,1560.0,-0.95,-15.0
2004-09-13,ISA,378298,604880120,1600.0,1610.0,1598.9514,1555.0,1.91,30.0
2004-09-14,ISA,718596,1158699795,1630.0,1630.0,1612.4495,1600.0,1.88,30.0
2004-09-15,ISA,698177,1174825220,1650.0,1735.0,1682.704,1640.0,1.23,20.0
2004-09-16,ISA,211510,346552355,1640.0,1660.0,1638.4679,1620.0,-0.61,-10.0
2004-09-17,ISA,259103,420303540,1630.0,1635.0,1622.1485,1590.0,-0.61,-10.0
2004-09-20,ISA,403581,659044005,1640.0,1640.0,1632.9907,1620.0,0.61,10.0
2004-09-21,ISA,366907,607842645,1665.0,1680.0,1656.6668,1645.0,1.52,25.0
2004-09-22,ISA,652424,1099876865,1700.0,1710.0,1685.8314,1670.0,2.1,35.0
2004-09-23,ISA,1011539,1784951160,1750.0,1820.0,1764.5896,1730.0,2.94,50.0
